slot,proposer_index,node_address,mev_fee_recipients,fee_recipient
5215381,465133,0x46f543ab65DA23B4C61436DB11e05676ACF6b206,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5219329,449981,0x68d3081e20321c2386d038B688b045093f647e87,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5224424,405593,0x46f543ab65DA23B4C61436DB11e05676ACF6b206,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5225720,422796,0x02523F5c440f09ae533600CfC0999ce30df2a523,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5228170,260563,0x996D774e75955DF92d56a0aA148AAF76bd3C7ADf,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5228735,411470,0xc992a9F75Fc162B91a481EEf9aeC47465218C91A,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5237477,296880,0x5945459c5201e21Ff409C9608600D0c0d5f91635,,0x33894ea0C25295cB48068019d999A9E190540BF7
5238499,435227,0xCde1fe0664Cad959106c6e562bf3F3625cbd5b44,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5238695,399082,0x2b6fCa9AD7EBd5408dB009f0DF087Ffd934cF98e,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5243027,474791,0xcf893845C90Ede75106Bbcd402EFC792F6C5b4BF,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5244540,292266,0x8630eE161EF00dE8E70F19Bf5fE5a06046898990,,0x0000000000000000000000000000000000000000
5245452,265934,0x5d8172792a9e649053c07366E3a7C24a37F0C534,,0x0000000000000000000000000000000000000000
5246827,412451,0xDb7C387Aa3750C33aC17e388D1471aFe6b1964a6,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5247171,344589,0x47179647c0671567625fECd7F6c107A74Cf3E788,,0xae78736Cd615f374D3085123A210448E74Fc6393
5248441,267523,0x8d6B5AA8755FbD93dd02c1Fbebd7A5C4cB3c7E8C,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5249938,441827,0xc992a9F75Fc162B91a481EEf9aeC47465218C91A,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5252845,313348,0x9e43d1a488a2b3E0d5Bf8e0f4201b057f5Bb4391,,0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990
5257511,344589,0x47179647c0671567625fECd7F6c107A74Cf3E788,,0xae78736Cd615f374D3085123A210448E74Fc6393
5258101,415808,0x751683968FD078341C48B90bC657d6bAbc2339F7,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5264891,260898,0x78a47e8041f0F34b52dDfD55ed0d4Fc8c0435995,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5273971,268561,0x75224e800636c3D397bADb4D7c544e09aDDd8E0A,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5276501,261372,0x78a47e8041f0F34b52dDfD55ed0d4Fc8c0435995,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5280794,418453,0xDF1aa393D35EdB09E48D5d8f7dbdF82f9e3684ef,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5280909,263516,0x751683968FD078341C48B90bC657d6bAbc2339F7,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5281329,441827,0xc992a9F75Fc162B91a481EEf9aeC47465218C91A,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5282988,429405,0xd3C7c34E80bee3977B0b60c835a29e0DC14F4b7d,,0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990
5289599,263521,0x751683968FD078341C48B90bC657d6bAbc2339F7,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5290012,393342,0xd1892d3B28BB175eA4BCeCc85a1Aa364cE57E1CA,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5293373,416914,0x78ae61c6E2919231CDF0B69C6d8b70119Fe82539,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5295813,262313,0xdd3F37bc351aBb08ECCc1b225610F770eB621a24,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5296222,261265,0xaEc3cbeA266D12911630ce5DFB58975F8B9d43Fc,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5297907,425956,0x47179647c0671567625fECd7F6c107A74Cf3E788,,0xae78736Cd615f374D3085123A210448E74Fc6393
5303800,479038,0x9e43d1a488a2b3E0d5Bf8e0f4201b057f5Bb4391,,0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990
5312195,456278,0x2a3CA72F535F7B65c35006f8a6F2628Ff655bcCd,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5315910,485967,0xb15874BDCBa04d873cBf79bD8F12606e9A5Ca079,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5317013,263695,0x78a47e8041f0F34b52dDfD55ed0d4Fc8c0435995,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5317277,485932,0xB50bDA9cd9083613fC2fF4E4aeD0687c0FF64015,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5317791,416914,0x78ae61c6E2919231CDF0B69C6d8b70119Fe82539,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5329089,392978,0x8B2Efc253ece18e2d51d68771a085C14DDa26a5a,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5330145,449985,0x68d3081e20321c2386d038B688b045093f647e87,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5330820,260563,0x996D774e75955DF92d56a0aA148AAF76bd3C7ADf,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5335641,257534,0x3B31986844327B1f14F694064FC3f299E4066417,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5339308,263912,0xbfaf9BFa09F26EF8104A6d5FF09afdCC9300E5bc,,0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990
5343022,393142,0x0cFD4d7a65daD4034f23FD6c8A75db0661d89416,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5346354,399083,0x2b6fCa9AD7EBd5408dB009f0DF087Ffd934cF98e,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5351038,393342,0xd1892d3B28BB175eA4BCeCc85a1Aa364cE57E1CA,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5353180,386524,0xB498446d6B701407fed1F34a1A7328df3Aa32308,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5357991,457758,0x80b29ED78B08eDFd29A69009994401F9bFd27285,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5358843,411674,0x4680B01D48f107928Dc75C3Ae5C8296D8cB0b5f7,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5359875,287723,0x8B2Efc253ece18e2d51d68771a085C14DDa26a5a,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5361849,268561,0x75224e800636c3D397bADb4D7c544e09aDDd8E0A,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5362363,431185,0x683F9fAd078651830F5bec19f0A5d4f22307c6E7,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5364805,271077,0x5A18CD87482Cd5c2eb9D77544F7cB01a2b881c92,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5365667,412763,0x47596983aF7dE4d2f801c309BB9Cef6B84e2ffDa,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5368939,406224,0x13104C8e4653f841258E4e12a70C9C0784c7FFa4,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5369360,482148,0xa9AF89Cb6cb8f665793800D4782E61dCc01F2fEa,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5373477,260900,0x9e43d1a488a2b3E0d5Bf8e0f4201b057f5Bb4391,,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5
5374217,480486,0x9Efd3Ecf5E6eB12283B64dfB467045aa8589a7c8,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5374262,264234,0x2Ccf46B776e48596c2d7c09E91C36F1E1B50a122,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5385993,332657,0x533Ac1cE767a6203dD6fc9031DBafD84FcEd3E40,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5386476,369129,0xCb19C7148584322867912457E99722453846b42c,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5387334,262817,0xb15874BDCBa04d873cBf79bD8F12606e9A5Ca079,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5387869,433071,0xbCD593d534082b924a746D3264dABE4cA8219401,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5390904,312971,0x9e43d1a488a2b3E0d5Bf8e0f4201b057f5Bb4391,,0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990
5391216,344590,0x16d5EcA149558AC49CAC52ECe17ba7796b06FC53,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5391378,457479,0x751683968FD078341C48B90bC657d6bAbc2339F7,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5392468,263113,0x708B3E31Df38e1e7f6c87Fe5E6B079a5f45D6ccd,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5393540,273576,0xF307c85EE39AADD4182894e829e887f351e360D9,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5393989,425940,0xA1bA6a3bF450A2EA96C5F92B1d4D4e6401C717Ea,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5397194,276142,0xbfaf9BFa09F26EF8104A6d5FF09afdCC9300E5bc,,0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990
5397550,429119,0x46f543ab65DA23B4C61436DB11e05676ACF6b206,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5398761,429407,0xd3C7c34E80bee3977B0b60c835a29e0DC14F4b7d,,0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990
5399892,263696,0x78a47e8041f0F34b52dDfD55ed0d4Fc8c0435995,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5400344,399080,0x2b6fCa9AD7EBd5408dB009f0DF087Ffd934cF98e,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5400633,261347,0x78a47e8041f0F34b52dDfD55ed0d4Fc8c0435995,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5401462,445463,0xBF4eDA607d85d5C524154cC96352E87244F71F66,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5402169,442168,0xBfC76C6eDC762d0E2885371A8FF32776DF05B8E1,,0x95222290DD7278Aa3Ddd389Cc1E1d165CC4BAfe5
5408355,399086,0x2b6fCa9AD7EBd5408dB009f0DF087Ffd934cF98e,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5408607,442793,0x8990D7555Fee1e164b8CB09A6fA51Aa616f32618,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5409193,429774,0xbd14bB00cfcb670A5187Da2062c94d1E5d2f0169,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5409323,357671,0xB5C136A0cfb99C93473b085783E243956Dd4047C,,0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990
5410223,261249,0x1EFF6b29320Dd155a0A7F015bdfa80d490902B5D,,0x95222290DD7278Aa3Ddd389Cc1E1d165CC4BAfe5
5411053,430172,0xE0536E3815BDc6A144F99975b0B76CDCaa70121D,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5411459,357672,0x9060Cc7200BD2Aa6f7a68E8D5CC57BCc12B93853,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5411866,279389,0x751683968FD078341C48B90bC657d6bAbc2339F7,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5414533,267935,0xa9C6fb4E6F0EE89Debf87DdDEBF44Db88bA5f3d6,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5417814,256316,0x751683968FD078341C48B90bC657d6bAbc2339F7,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5425008,267935,0xa9C6fb4E6F0EE89Debf87DdDEBF44Db88bA5f3d6,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5425417,313348,0x9e43d1a488a2b3E0d5Bf8e0f4201b057f5Bb4391,,0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990
5425963,431282,0xc992a9F75Fc162B91a481EEf9aeC47465218C91A,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5427530,392974,0x8B2Efc253ece18e2d51d68771a085C14DDa26a5a,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5428322,260860,0x13F08Ef90255A8919B68DaD657C4224Ad17e5E09,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5429500,261347,0x78a47e8041f0F34b52dDfD55ed0d4Fc8c0435995,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5432289,399229,0xb745EeDa2dB353a3E649A3774Fa759533CAf49F8,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5433097,484628,0x35A4F2B135E3C1b49F16e3c8D6aCCDccaa98b6c6,,0x95222290DD7278Aa3Ddd389Cc1E1d165CC4BAfe5
5433595,435817,0xb013B41BDEF3FeD6CdE651E9f2Bc2fFD2238BAd4,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5433903,279892,0x8B2Efc253ece18e2d51d68771a085C14DDa26a5a,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5434508,364677,0x24470B4C6CFD6901E382429243a533acE113B8A8,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5436059,449986,0x68d3081e20321c2386d038B688b045093f647e87,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5436606,396289,0xED8Da4DAF5B1b112fD27123ca414496cf033A3bb,,0xFeebabE6b0418eC13b30aAdF129F5DcDd4f70CeA
5437979,422795,0x02523F5c440f09ae533600CfC0999ce30df2a523,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5438329,264799,0x5945459c5201e21Ff409C9608600D0c0d5f91635,,0x33894ea0C25295cB48068019d999A9E190540BF7
5439093,474066,0xDf36999a33B1A9d5ED6F34a363bD14E58D4605ce,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5440741,412990,0xF307c85EE39AADD4182894e829e887f351e360D9,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5443115,400558,0xBfC76C6eDC762d0E2885371A8FF32776DF05B8E1,,0x95222290DD7278Aa3Ddd389Cc1E1d165CC4BAfe5
5443943,482179,0xd1892d3B28BB175eA4BCeCc85a1Aa364cE57E1CA,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5444954,399076,0x2b6fCa9AD7EBd5408dB009f0DF087Ffd934cF98e,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5445986,353089,0x4680B01D48f107928Dc75C3Ae5C8296D8cB0b5f7,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5450684,267673,0x9e43d1a488a2b3E0d5Bf8e0f4201b057f5Bb4391,,0x95222290DD7278Aa3Ddd389Cc1E1d165CC4BAfe5
5451752,487958,0x82ED7b4d62b6f1e297Ed1CC598B42d61c89ea791,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5453082,262707,0x78a47e8041f0F34b52dDfD55ed0d4Fc8c0435995,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5455407,303796,0x8fE27b5a798F07A6e21d3Ee6eB33031bf89D05Cb,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5455486,260911,0x75224e800636c3D397bADb4D7c544e09aDDd8E0A,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5455547,422795,0x02523F5c440f09ae533600CfC0999ce30df2a523,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5456390,275268,0x8B2Efc253ece18e2d51d68771a085C14DDa26a5a,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5459165,263696,0x78a47e8041f0F34b52dDfD55ed0d4Fc8c0435995,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5463660,260911,0x75224e800636c3D397bADb4D7c544e09aDDd8E0A,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5466477,400019,0x8bf04aF186A7Ac0078f32467e4A8cC57D8CA848d,,0x8C5181D8424C061F26980459e4AbB8e3176d313D
5467689,313436,0x8a7645F1FCc9e2BF45169602B9cEC829975336E7,,0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990
5469799,487884,0x24a9db8f232948c2f64A4BBD68AC52A2694efa9F,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5475524,314837,0x17Fa597cEc16Ab63A7ca00Fb351eb4B29Ffa6f46,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5475949,273567,0xF307c85EE39AADD4182894e829e887f351e360D9,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5477476,492285,0xAE94b62D1D08f02Ce6d08EFBe677ed7564cdDe93,,0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990
5480388,486450,0xbC903584838678bEEc9902b744252822a6d546C2,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5486294,282599,0xEA19342eaCC5001722C7864B1a4C50BBb8F94df0,,0xae78736Cd615f374D3085123A210448E74Fc6393
5492774,282599,0xEA19342eaCC5001722C7864B1a4C50BBb8F94df0,,0xae78736Cd615f374D3085123A210448E74Fc6393
5498140,343626,0x5fB2A7793A08dE719b0b750fb2961F1281D893a5,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5505091,429656,0xED8Da4DAF5B1b112fD27123ca414496cf033A3bb,,0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990
5515964,260860,0x13F08Ef90255A8919B68DaD657C4224Ad17e5E09,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5517528,356168,0x9Ae36ABEcC2604083FA61F107E7B2fb0920D3603,,0x0000000000000000000000000000000000000000
5519548,400558,0xBfC76C6eDC762d0E2885371A8FF32776DF05B8E1,,0x95222290DD7278Aa3Ddd389Cc1E1d165CC4BAfe5
5522788,346937,0x6C8A0BE7f58464ef37332Bdde4a58D7bcFDE4D6D,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5527051,261347,0x78a47e8041f0F34b52dDfD55ed0d4Fc8c0435995,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5527298,263693,0x78a47e8041f0F34b52dDfD55ed0d4Fc8c0435995,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5528960,356168,0x9Ae36ABEcC2604083FA61F107E7B2fb0920D3603,,0x0000000000000000000000000000000000000000
5534076,399076,0x2b6fCa9AD7EBd5408dB009f0DF087Ffd934cF98e,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5534093,422796,0x02523F5c440f09ae533600CfC0999ce30df2a523,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5534245,327947,0x174E0b45C03318B0C9bc03573028605B26764931,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5536048,497971,0x02523F5c440f09ae533600CfC0999ce30df2a523,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5538661,450780,0x39cB89A82B401FA4941F304A3cdBdc1C51C77761,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5540189,399078,0x2b6fCa9AD7EBd5408dB009f0DF087Ffd934cF98e,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5542178,404775,0x5280B7aD2aFF8872C4110A0EA2E919c616F55D19,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5542951,267544,0x8d6B5AA8755FbD93dd02c1Fbebd7A5C4cB3c7E8C,,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5
5544569,321441,0x5f4cB66c9B1Ed8A4758A059FDB10E0F72C307D8A,,0x95222290DD7278Aa3Ddd389Cc1E1d165CC4BAfe5
5549977,431283,0xc992a9F75Fc162B91a481EEf9aeC47465218C91A,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5551671,267679,0x9B367d3291EDd5c676D432C2Df7A487487aF388C,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5553087,441827,0xc992a9F75Fc162B91a481EEf9aeC47465218C91A,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5553333,497039,0x68d3081e20321c2386d038B688b045093f647e87,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5554918,439318,0xd3A2FeCb575EEAb8fb48E22374bF59b66a09FaB1,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5555185,405655,0xBfC76C6eDC762d0E2885371A8FF32776DF05B8E1,,0x95222290DD7278Aa3Ddd389Cc1E1d165CC4BAfe5
5556031,268906,0x8d6B5AA8755FbD93dd02c1Fbebd7A5C4cB3c7E8C,,0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990
5561200,395792,0x663CbbD93B5eE095AC8386C2a301EB1C47D73aA9,,0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990
5561267,434662,0x78072BA5f77d01B3f5B1098df73176933da02A7A,,0x95222290DD7278Aa3Ddd389Cc1E1d165CC4BAfe5
5561477,412201,0x0E86D5F877191Bc9696Ff653Cd4C7aFAfc8e88Bf,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5563523,418453,0xDF1aa393D35EdB09E48D5d8f7dbdF82f9e3684ef,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5567567,399077,0x2b6fCa9AD7EBd5408dB009f0DF087Ffd934cF98e,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5568137,268884,0x8d6B5AA8755FbD93dd02c1Fbebd7A5C4cB3c7E8C,,0x95222290DD7278Aa3Ddd389Cc1E1d165CC4BAfe5
5571553,439270,0xE35854CdE18A3cC4706134b4850Dd861a55B9A30,,0x95222290DD7278Aa3Ddd389Cc1E1d165CC4BAfe5
5572574,482700,0x9A8dc6dcD9fDC7efAdbED3803bf3Cd208C91d7C1,,0x6F949c1403C34f15Ba101A515bD7a9A44f6058ef
5576855,267935,0xa9C6fb4E6F0EE89Debf87DdDEBF44Db88bA5f3d6,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5579920,442168,0xBfC76C6eDC762d0E2885371A8FF32776DF05B8E1,,0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990
5585092,426080,0x45a551543362461482c0A5Eee033D149c1D04Dd6,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5588759,485998,0x9A8dc6dcD9fDC7efAdbED3803bf3Cd208C91d7C1,,0x6F949c1403C34f15Ba101A515bD7a9A44f6058ef
5592031,485967,0xb15874BDCBa04d873cBf79bD8F12606e9A5Ca079,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5593307,362249,0x3f0Ea7DE2fB5C64F4cb621Fe40F9Cf08165e8f3A,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5594221,482694,0x9A8dc6dcD9fDC7efAdbED3803bf3Cd208C91d7C1,,0x6F949c1403C34f15Ba101A515bD7a9A44f6058ef
5595702,498032,0xDBef206584d2b84b625c7d78067aE977f8EE1A29,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5598831,268886,0x8d6B5AA8755FbD93dd02c1Fbebd7A5C4cB3c7E8C,,0xDAFEA492D9c6733ae3d56b7Ed1ADB60692c98Bc5
5602856,500668,0xC15001d5F0Df5CDd0e61754AcfB5e0cF1333e1b1,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5614551,267935,0xa9C6fb4E6F0EE89Debf87DdDEBF44Db88bA5f3d6,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5615196,262088,0xD4b0625E65F7D0b417B6386421AF629923D3f5F9,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5618156,422386,0xd5809D70b81547D8ce989f86cf6b2fcD90356cF1,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5619508,296880,0x5945459c5201e21Ff409C9608600D0c0d5f91635,,0x33894ea0C25295cB48068019d999A9E190540BF7
5622794,399075,0x2b6fCa9AD7EBd5408dB009f0DF087Ffd934cF98e,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5629195,501499,0xfdE82eA5f35755144b9D0EC901832704cb2164F2,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5631179,431283,0xc992a9F75Fc162B91a481EEf9aeC47465218C91A,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5634089,260594,0xB0a2Ef3c7680A265692252D212440C7326Ea1792,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5635996,431283,0xc992a9F75Fc162B91a481EEf9aeC47465218C91A,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5640496,434804,0x867f8A86d0a4820f839114473DFAe7a02f3Becdb,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5649967,267526,0x8d6B5AA8755FbD93dd02c1Fbebd7A5C4cB3c7E8C,,0x690B9A9E9aa1C9dB991C7721a92d351Db4FaC990
5650689,412338,0xB0a2Ef3c7680A265692252D212440C7326Ea1792,,0xf573d99385C05c23B24ed33De616ad16a43a0919
5655751,497772,0x02523F5c440f09ae533600CfC0999ce30df2a523,,0xf573d99385C05c23B24ed33De616ad16a43a0919
